epoch,train loss,train acc,valid loss,valid acc,test loss,test acc
132,0.933917926788,32.7911111111,0.893405016899,30.62,0.888411723518,29.95
133,0.928080467542,32.6977777735,0.885758974075,30.28,0.878678993225,29.96
134,0.921743886736,32.6088888931,0.875426719666,30.18,0.878401101875,29.92
135,0.917628941504,32.2977777778,0.875156903458,30.24,0.870872288895,29.86
136,0.927573618592,32.7555555524,0.879576340675,29.94,0.876172583199,29.71
137,0.913623564508,32.0822222243,0.872784298897,30.26,0.867714869308,29.71
138,0.913520157676,32.1177777735,0.868382717323,29.86,0.86742367363,30.05
139,0.909170574951,32.2044444434,0.865797719574,29.62,0.86008758049,29.68
140,0.902857462226,31.8000000042,0.860311180115,29.14,0.851754107285,29.15
141,0.897539567566,31.8444444423,0.863707727432,29.84,0.859182659531,29.63
142,0.891906786558,31.4466666624,0.857251935959,29.7,0.854755559158,29.33
143,0.890006184938,31.6399999958,0.859727992821,29.4,0.857480844498,29.51
144,0.890076535267,31.5799999989,0.857771912766,29.86,0.851355708504,29.18
145,0.881604227882,31.0244444413,0.847067534447,28.62,0.843518196297,29.16
146,0.876780202368,31.0288888931,0.861467787552,29.72,0.850633036232,29.14
147,0.876686398655,30.7844444413,0.847909717941,28.68,0.84321554718,28.78
148,0.872858897972,30.7577777778,0.851839628983,29.04,0.849332466888,28.92
149,0.865658897803,30.6511111069,0.841177610588,29.4,0.839624620056,28.81
150,0.869144154252,30.7088888899,0.844919396591,29.08,0.839602313995,28.72
151,0.860631851027,30.3511111111,0.839290601921,29.04,0.835771391869,28.48
152,0.857501106474,30.1711111079,0.83039114418,29.22,0.827271831512,28.18
153,0.856432287068,30.3377777746,0.826600910187,28.32,0.827240239143,28.35
154,0.853350873608,30.1199999968,0.82468479805,28.06,0.8216742239,27.86
155,0.850910813702,29.9955555534,0.829339580536,28.2,0.823902981567,28.3
156,0.846718152544,29.8044444487,0.826368878937,29.0,0.827772092438,28.86
157,0.844342229387,29.6688888931,0.828745972443,28.62,0.823998143959,28.19
158,0.841199478171,29.6422222233,0.823915915298,28.3,0.81491784935,27.86
159,0.836409137789,29.5022222265,0.827726682472,28.8,0.824318814659,28.11
160,0.835030965879,29.4977777735,0.809472255898,28.14,0.808731300545,27.76
161,0.83052412671,29.5533333312,0.821728703308,28.7,0.819031165695,28.25
162,0.828165473567,29.2533333323,0.811660435772,28.1,0.807840411377,28.11
163,0.825076940261,29.2288888868,0.811763098145,28.24,0.807641290092,27.89
164,0.81504375835,28.84,0.815134175587,28.46,0.807361356735,27.66
165,0.820303776582,28.6533333291,0.798050733185,27.5,0.794221232224,27.3
166,0.81986445232,29.0511111069,0.809177257729,28.06,0.801692180252,27.78
167,0.808848057037,28.6866666698,0.80883154583,27.66,0.802864550781,27.33
168,0.806529472648,28.3844444434,0.807731461334,27.72,0.800853345108,27.44
169,0.807556707806,28.5933333312,0.8024903162,28.14,0.800038012314,27.77
170,0.803378022077,28.2911111111,0.800944566345,27.78,0.792668044662,27.51
171,0.799680724462,28.3577777735,0.791783705711,27.72,0.792343297768,27.15
172,0.789982938523,27.9244444434,0.794145756912,27.38,0.791703873062,27.21
173,0.793895831786,27.8155555545,0.78664531002,26.98,0.784675097275,27.16
174,0.793053724851,27.9711111101,0.789383893585,26.5,0.785751060677,26.44
175,0.792987830512,28.1133333302,0.793368331337,27.36,0.788100768471,27.37
176,0.78968520777,27.6688888868,0.795984138107,26.96,0.790718378448,26.99
177,0.784847880003,27.9733333323,0.787252864838,27.14,0.790494911575,27.0
178,0.779528568321,27.4755555545,0.782274895,27.32,0.777167649841,26.96
179,0.781925766542,27.7044444413,0.771056880093,26.44,0.768807641983,26.31
180,0.779273421266,27.8577777788,0.787253388691,26.68,0.784297822571,26.76
181,0.777821877045,27.6022222233,0.784059334469,27.02,0.777070320511,26.53
182,0.770612611357,27.2933333323,0.782745230007,26.86,0.776857525635,26.49
183,0.773959039169,27.3022222243,0.777256718826,26.76,0.782286291504,26.58
184,0.770192734443,27.1955555577,0.777665720749,26.94,0.775242321777,26.79
185,0.765420241854,27.1355555566,0.769661748695,26.66,0.765989260483,26.35
186,0.766674253474,27.2355555566,0.770949111938,26.54,0.76853123703,25.98
187,0.760505324788,26.8822222222,0.774324969864,26.14,0.769992205811,26.68
188,0.760412565581,26.7422222254,0.765348465157,26.56,0.758083140755,25.81
189,0.755758564727,26.7644444402,0.763204131889,26.22,0.761928738022,26.05
190,0.749149250677,26.5111111069,0.758550268364,26.36,0.758619981003,25.95
191,0.748591246531,26.44,0.760347410774,26.16,0.759429508781,25.6
192,0.751376293977,26.5933333344,0.753532217503,25.54,0.754126848221,25.7
193,0.752511672179,26.5866666645,0.757496053791,26.04,0.757328127289,25.95
194,0.751987741735,26.4333333302,0.753408719063,26.02,0.752189043236,25.26
195,0.745536082851,26.3400000011,0.749438969421,26.3,0.745138737869,25.44
196,0.738270667023,26.0822222222,0.761315747166,25.98,0.754310343933,25.79
197,0.738450727558,26.1888888868,0.743598421478,25.6,0.747318910599,25.71
198,0.737813090801,26.1844444487,0.740815861607,25.16,0.735985975647,25.49
199,0.734301847861,25.8466666698,0.754874763012,25.32,0.748643135834,25.59
200,0.730446742111,25.9133333344,0.736288230896,25.38,0.736654545593,25.13
201,0.714629677709,25.0711111079,0.732924948978,25.18,0.734238092613,25.22
202,0.703976521185,25.0311111069,0.729438831329,25.1,0.729621912003,25.04
203,0.707910434045,25.1022222222,0.731078089809,25.3,0.730990231705,25.06
204,0.69844639065,24.6422222201,0.730437244892,25.18,0.729590180206,25.14
205,0.698531853337,24.8866666677,0.729326269245,25.3,0.728303136253,25.17
206,0.702945368142,24.9733333323,0.7282014081,25.34,0.727461423492,24.99
207,0.693880765936,24.5555555566,0.727968674469,25.22,0.726780997849,25.05
208,0.697350134542,24.6199999979,0.726623500633,25.22,0.72535704422,24.91
209,0.697648694748,24.7822222201,0.725367409134,25.48,0.725120146942,24.79
210,0.699214323733,24.8644444444,0.725455635643,25.32,0.726147090721,25.06
211,0.694764811251,24.7333333323,0.725648049259,25.14,0.726272374725,24.85
212,0.696638171705,24.7733333355,0.725099903584,25.1,0.725046311951,24.86
213,0.693323809645,24.7555555598,0.722623336506,25.32,0.723092557907,24.81
214,0.692556785149,24.5666666667,0.723993638706,25.16,0.723696167564,24.82
215,0.697532484012,24.6777777778,0.72466039505,25.22,0.723501755142,24.93
216,0.696794234414,24.5288888878,0.721882888985,25.22,0.7203118927,24.63
217,0.688921520424,24.6444444402,0.722180188942,25.08,0.720441622925,24.64
218,0.684414000596,24.3088888857,0.721340736771,25.14,0.719302529144,24.69
219,0.689195987203,24.3844444423,0.722088015747,25.28,0.721292692947,24.73
220,0.689574528027,24.4666666635,0.72405169363,25.08,0.724056809998,24.83
221,0.693030336984,24.4844444413,0.720110738945,24.94,0.719525537872,24.75
222,0.690276690314,24.6755555545,0.720426764107,25.06,0.719976038933,24.7
223,0.680869111305,23.8866666645,0.719694981575,24.9,0.718273560143,24.83
224,0.684476909086,24.1888888921,0.72164796772,25.04,0.719719154358,25.0
225,0.683425629584,24.1377777735,0.718163537979,25.24,0.718242634392,24.59
226,0.682354164516,24.1799999968,0.719127755547,25.0,0.719601823425,24.7
227,0.683557353327,24.4844444444,0.718264598465,24.82,0.717969433594,24.59
228,0.68476359609,24.2244444476,0.721215760612,25.16,0.718505273819,24.73
229,0.682663573901,24.1911111069,0.720142012405,24.82,0.71926974926,24.65
230,0.684021222168,24.3711111122,0.721807344723,25.0,0.71953842392,24.71
231,0.683158714612,24.2066666677,0.720502417946,25.06,0.7183700243,24.88
232,0.678048730522,24.0888888889,0.718719758224,24.92,0.71608898735,24.57
233,0.680002444151,24.1688888899,0.719350620842,25.0,0.716811886787,24.58
234,0.680583880181,24.2577777767,0.716394178486,24.72,0.715231608582,24.41
235,0.676413195123,24.1111111143,0.719292858315,24.98,0.715501315308,24.64
236,0.679940271833,24.0622222201,0.718541041756,24.98,0.716741638947,24.6
237,0.677181349913,24.1488888847,0.716598004532,24.86,0.714911209488,24.52
238,0.678385862584,24.0399999989,0.717004071426,24.92,0.716020458221,24.53
239,0.681309186045,24.3622222212,0.717726945305,24.84,0.715378487587,24.52
240,0.677642057843,24.1088888921,0.716503466034,24.76,0.71669146843,24.58
241,0.680009839556,23.9466666709,0.717087611198,24.98,0.716422658348,24.63
242,0.675339357111,23.9288888889,0.716342461014,24.78,0.714236197853,24.53
243,0.671640584554,23.8333333333,0.715065386581,24.7,0.713315544319,24.57
244,0.678642761315,24.1155555524,0.715736781693,24.78,0.715130179787,24.46
245,0.674357770856,24.1133333376,0.713689711761,24.72,0.712864339447,24.33
246,0.681057065423,23.8666666667,0.714266266632,24.8,0.714030779076,24.59
247,0.676123259894,23.8844444444,0.713791923618,24.6,0.712322412872,24.56
248,0.678262487698,24.2511111122,0.712476983452,24.54,0.710372495651,24.3
249,0.673972080125,23.9377777767,0.715191152763,24.52,0.712059124756,24.48
250,0.672799418163,23.9444444476,0.713820174122,24.58,0.710128224945,24.44
251,0.670708982648,23.7955555513,0.713872138977,24.52,0.712098893738,24.33
252,0.666761763149,23.7066666698,0.711593046951,24.54,0.708158944321,24.18
253,0.667600716072,23.7177777778,0.712563494682,24.7,0.709601646423,24.14
254,0.670382603656,23.7599999958,0.708646381664,24.5,0.707613518524,24.23
255,0.671958552625,23.9066666688,0.710312891006,24.3,0.709248925209,24.32
256,0.671797004075,23.8133333323,0.711622659588,24.58,0.710344367027,24.19
257,0.66662230818,23.7377777799,0.71017204771,24.26,0.708875943184,24.4
258,0.670682867993,23.8422222212,0.711699028397,24.32,0.708812633896,24.41
259,0.671898596541,23.4999999989,0.710178206635,24.34,0.708145215797,24.3
260,0.665176841662,23.5244444413,0.709916151524,24.58,0.707896415138,24.17
261,0.668680075338,23.7488888921,0.707039300537,24.0,0.705545511055,24.17
262,0.664928910245,23.5711111122,0.706282104874,24.22,0.704093865395,24.23
263,0.666896300252,23.5955555556,0.706933226395,24.2,0.705156144619,24.0
264,0.670514805063,23.8688888889,0.707618717194,24.54,0.706133967209,24.22
265,0.666800896411,23.7733333323,0.707874114609,24.32,0.705390558052,23.99
266,0.666660428609,23.6288888857,0.706509286213,24.32,0.705327660561,24.13
267,0.667950899982,23.7511111079,0.706568998909,24.32,0.705103801727,24.03
268,0.661844238928,23.5688888899,0.708975501919,24.24,0.70591792717,24.05
269,0.660790528234,23.5066666667,0.705791565895,24.28,0.706023113632,24.15
270,0.669610063055,23.6533333365,0.703834059811,24.12,0.704079518414,23.99
271,0.659749219725,23.4488888899,0.704066426849,23.9,0.700912565422,24.16
272,0.66396973558,23.8911111122,0.704169834423,24.32,0.70322548027,24.17
273,0.666379799122,23.7444444455,0.703570446014,24.14,0.702583366585,24.11
274,0.660234219138,23.4311111101,0.705651065159,24.3,0.704151040268,24.04
275,0.665200560252,23.7888888857,0.704203931332,24.06,0.702155390072,24.08
276,0.656920570331,23.2799999979,0.7019777812,24.32,0.701467198181,23.88
277,0.666111357657,23.6488888889,0.703398919487,23.94,0.70052395649,24.03
278,0.660931657696,23.5244444413,0.703187592888,24.06,0.700710408211,24.05
279,0.656967094739,23.3244444476,0.702657650185,24.16,0.700964043808,23.87
280,0.6612460257,23.5399999968,0.704619770241,24.38,0.701792315483,24.07
281,0.65848254581,23.3266666624,0.702525429153,24.16,0.70058063736,23.82
282,0.666477021821,23.5688888847,0.706462697411,24.08,0.701971106434,23.76
283,0.657698674202,23.3066666667,0.704469051838,24.3,0.702020054626,23.85
284,0.658594328923,23.1866666635,0.702873028564,24.28,0.700835014534,23.82
285,0.659648051251,23.5266666624,0.702578207207,24.24,0.699952938461,23.91
286,0.652549732494,23.2733333365,0.702724841595,24.1,0.698685633278,23.85
287,0.654559566508,23.1600000032,0.702781891632,24.3,0.700851682663,23.94
288,0.659237148253,23.3733333365,0.702107782173,24.06,0.699870576477,23.96
289,0.653369759867,23.4044444402,0.700340557003,24.26,0.69749663353,23.92
290,0.655771672238,23.2311111153,0.699887637615,24.0,0.696314236927,23.87
291,0.654752201811,23.3600000011,0.700326000786,24.12,0.698068750763,23.96
292,0.65454515205,23.0222222233,0.700507367229,23.9,0.697264181328,23.99
293,0.650190837839,23.0955555545,0.700208099174,23.9,0.69602933197,23.84
294,0.656704196771,23.4222222243,0.699645526695,23.72,0.696071632576,23.82
295,0.657283565458,23.2022222212,0.697447778416,24.16,0.696511320496,23.96
296,0.648546121523,23.1111111143,0.696276361656,23.66,0.693841136169,23.82
297,0.648063600381,23.102222218,0.69819169569,23.88,0.694719040775,23.87
298,0.652150829453,23.2422222243,0.697786065483,23.78,0.694160196781,23.78
299,0.64807295511,23.0466666645,0.697055674458,24.06,0.69334173727,23.77
300,0.64607401637,22.9133333344,0.696715558434,23.9,0.693016947746,23.8
